tstp,temperature(℃)
2018/4/18,23.2
2018/4/18,23.9
2018/4/18,23.9
2018/4/18,24.5
2018/4/18,24.6
2018/4/18,24.4
2018/4/18,24
2018/4/18,23.2
2018/4/18,22.6
2018/4/18,22.3
2018/4/18,22
2018/4/18,22
2018/4/18,22.4
2018/4/18,22.1
2018/4/19,21.7
2018/4/19,21.4
2018/4/19,21.3
2018/4/19,21.2
2018/4/19,21
2018/4/19,20.9
2018/4/19,21.2
2018/4/19,22.4
2018/4/19,23.7
2018/4/19,24.8
2018/4/19,25.7
2018/4/19,25.7
2018/4/19,26.2
2018/4/19,26.4
2018/4/19,26.3
2018/4/19,26
2018/4/19,26.1
2018/4/19,25.8
2018/4/19,25
2018/4/19,24.6
2018/4/19,24.3
2018/4/19,24.2
2018/4/19,24.1
2018/4/19,23.9
2018/4/20,23.9
2018/4/20,23.5
2018/4/20,23.6
2018/4/20,23.5
2018/4/20,23.1
2018/4/20,22.8
2018/4/20,22.9
2018/4/20,24
2018/4/20,25.2
2018/4/20,26.2
2018/4/20,27.2
2018/4/20,27.1
2018/4/20,27.3
2018/4/20,27
2018/4/20,26.5
2018/4/20,26.1
2018/4/20,25.9
2018/4/20,25.2
2018/4/20,24.9
2018/4/20,24.8
2018/4/20,24.7
2018/4/20,24.5
2018/4/20,24.4
2018/4/20,24.3
2018/4/21,23.6
2018/4/21,23.5
2018/4/21,23.1
2018/4/21,23.2
2018/4/21,23.1
2018/4/21,22.7
2018/4/21,22.8
2018/4/21,23.5
2018/4/21,25
2018/4/21,25.8
2018/4/21,26.9
2018/4/21,27
2018/4/21,26.6
2018/4/21,26.2
2018/4/21,26
2018/4/21,26
2018/4/21,25.9
2018/4/21,26
2018/4/21,25.1
2018/4/21,24.4
2018/4/21,24.4
2018/4/21,24.4
2018/4/21,24.3
2018/4/21,24.2
2018/4/22,24.3
2018/4/22,24.4
2018/4/22,24.5
2018/4/22,24
2018/4/22,23.8
2018/4/22,23.7
2018/4/22,24
2018/4/22,24.5
2018/4/22,25.9
2018/4/22,27.5
2018/4/22,27.6
2018/4/22,28
2018/4/22,29.6
2018/4/22,29.5
2018/4/22,29.3
2018/4/22,28.4
2018/4/22,27.3
2018/4/22,26.8
2018/4/22,26.8
2018/4/22,26.8
2018/4/22,26.7
2018/4/22,26.6
2018/4/22,26.5
2018/4/22,25.9
2018/4/23,25.8
2018/4/23,25.8
2018/4/23,25.9
2018/4/23,25.3
2018/4/23,25.5
2018/4/23,25.2
2018/4/23,25.1
2018/4/23,26.5
2018/4/23,27.8
2018/4/23,28.8
2018/4/23,29.3
2018/4/23,30
2018/4/23,30.2
2018/4/23,30.3
2018/4/23,29.7
2018/4/23,29
2018/4/23,28.7
2018/4/23,28.2
2018/4/23,26.9
2018/4/23,27.1
2018/4/23,26.7
2018/4/23,26.8
2018/4/23,26.9
2018/4/23,26.6
2018/4/24,26.4
2018/4/24,26.2
2018/4/24,25.9
2018/4/24,25.5
2018/4/24,25.4
2018/4/24,25.3
2018/4/24,25.6
2018/4/24,25.7
2018/4/24,26.8
2018/4/24,27.6
2018/4/24,27.3
2018/4/24,27
2018/4/24,26.4
2018/4/24,26.3
2018/4/24,25.8
2018/4/24,24.7
2018/4/24,25.1
2018/4/24,24.8
2018/4/24,24
2018/4/24,23.9
2018/4/24,23.8
2018/4/24,23.5
2018/4/24,22.9
2018/4/24,21.8
2018/4/25,21.2
2018/4/25,20.6
2018/4/25,20.6
2018/4/25,20.4
2018/4/25,20
2018/4/25,19.9
2018/4/25,20
2018/4/25,20.9
2018/4/25,22.3
2018/4/25,22.7
2018/4/25,23.2
2018/4/25,24.7
2018/4/25,25.6
2018/4/25,25.7
2018/4/25,25.9
2018/4/25,25.8
2018/4/25,24.5
2018/4/25,23.5
2018/4/25,22.8
2018/4/25,22.2
2018/4/25,22.2
2018/4/25,21.7
2018/4/25,21.1
2018/4/25,21
2018/4/26,21.1
2018/4/26,20.6
2018/4/26,19.7
2018/4/26,19.5
2018/4/26,19.2
2018/4/26,19
2018/4/26,19.8
2018/4/26,20.8
2018/4/26,21.6
2018/4/26,23.4
2018/4/26,25.8
2018/4/26,27.9
2018/4/26,27.7
2018/4/26,26.7
2018/4/26,26.8
2018/4/26,26
2018/4/26,25.1
2018/4/26,24.7
2018/4/26,24.3
2018/4/26,23.8
2018/4/26,23.5
2018/4/26,23.3
2018/4/26,23.2
2018/4/26,23
2018/4/27,23
2018/4/27,22.9
2018/4/27,22.9
2018/4/27,22.7
2018/4/27,22.6
2018/4/27,22.8
2018/4/27,23.6
2018/4/27,24.7
2018/4/27,25
2018/4/27,26.4
2018/4/27,26.9
2018/4/27,26.8
2018/4/27,26.6
2018/4/27,26.1
2018/4/27,25.9
2018/4/27,25.6
2018/4/27,25.6
2018/4/27,25.4
2018/4/27,24.9
2018/4/27,24.8
2018/4/27,24.7
2018/4/27,24.5
2018/4/27,24.1
2018/4/27,23.8
2018/4/28,23.4
2018/4/28,23.2
2018/4/28,23
2018/4/28,22.8
2018/4/28,22.9
2018/4/28,22.8
2018/4/28,23.1
2018/4/28,24
2018/4/28,24.7
2018/4/28,25.3
2018/4/28,26.3
2018/4/28,26.4
2018/4/28,26.3
2018/4/28,26.5
2018/4/28,27.3
2018/4/28,27.3
2018/4/28,27
2018/4/28,26.6
2018/4/28,25.8
2018/4/28,25.3
2018/4/28,25.2
2018/4/28,25.1
2018/4/28,25.4
2018/4/28,24.9
2018/4/29,24.3
2018/4/29,24.1
2018/4/29,24
2018/4/29,24
2018/4/29,23.9
2018/4/29,23.8
2018/4/29,24.2
2018/4/29,24.8
2018/4/29,25.6
2018/4/29,26.5
2018/4/29,27.7
2018/4/29,28.6
2018/4/29,28.4
2018/4/29,27.8
2018/4/29,27.8
2018/4/29,27.6
2018/4/29,27.6
2018/4/29,27.6
2018/4/29,27.4
2018/4/29,27.2
2018/4/29,26.4
2018/4/29,25.7
2018/4/29,25.2
2018/4/29,25.1
2018/4/30,25.1
2018/4/30,25.3
2018/4/30,24.9
2018/4/30,24.8
2018/4/30,24.6
2018/4/30,24.5
2018/4/30,24.5
2018/4/30,25.2
2018/4/30,26.2
2018/4/30,27.3
2018/4/30,28
2018/4/30,27.9
2018/4/30,28.9
2018/4/30,29.2
2018/4/30,29
2018/4/30,28
2018/4/30,27.4
2018/4/30,27
2018/4/30,26.3
2018/4/30,26.3
2018/4/30,26
2018/4/30,25.9
2018/4/30,25.8
2018/4/30,25.8
2018/5/1,25.9
2018/5/1,25.7
2018/5/1,25.5
2018/5/1,25.4
2018/5/1,25.4
2018/5/1,25.3
2018/5/1,25.8
2018/5/1,26.6
2018/5/1,27.4
2018/5/1,28.4
2018/5/1,29.1
2018/5/1,29
2018/5/1,28.5
2018/5/1,28.9
2018/5/1,28.7
2018/5/1,28.3
2018/5/1,28.1
2018/5/1,27.7
2018/5/1,27.1
2018/5/1,26.9
2018/5/1,26.8
2018/5/1,26.8
2018/5/1,26.7
2018/5/1,26.4
2018/5/2,26.2
2018/5/2,26.3
2018/5/2,26.1
2018/5/2,26
2018/5/2,25.9
2018/5/2,25.9
2018/5/2,26.2
2018/5/2,27.1
2018/5/2,28.3
2018/5/2,29
2018/5/2,29.5
2018/5/2,29.1
2018/5/2,29.5
2018/5/2,29.7
2018/5/2,29.3
2018/5/2,29
2018/5/2,28.7
2018/5/2,28.2
2018/5/2,28.1
2018/5/2,27.7
2018/5/2,27.5
2018/5/2,27.2
2018/5/2,26.7
2018/5/2,26.7
2018/5/3,26.7
2018/5/3,26.3
2018/5/3,26.1
2018/5/3,26
2018/5/3,25.8
2018/5/3,25.8
2018/5/3,25.4
2018/5/3,25.7
2018/5/3,26.2
2018/5/3,27.1
2018/5/3,27.3
2018/5/3,27.5
2018/5/3,26.7
2018/5/3,26.2
2018/5/3,26.5
2018/5/3,27
2018/5/3,26.6
2018/5/3,23.9
2018/5/3,23
2018/5/3,22.8
2018/5/3,22.2
2018/5/3,21.8
2018/5/3,21.9
2018/5/3,21
2018/5/4,20.8
2018/5/4,20.9
2018/5/4,20.7
2018/5/4,20.9
2018/5/4,21.2
2018/5/4,21.2
2018/5/4,21.2
2018/5/4,22.1
2018/5/4,23.2
2018/5/4,24.7
2018/5/4,26.7
2018/5/4,27.9
2018/5/4,27.9
2018/5/4,27.9
2018/5/4,27.3
2018/5/4,27.4
2018/5/4,27.5
2018/5/4,27.2
2018/5/4,26.7
2018/5/4,26.6
2018/5/4,26.4
2018/5/4,26
2018/5/4,25.8
2018/5/4,25.6
2018/5/5,25.3
2018/5/5,25.1
2018/5/5,24.8
2018/5/5,24.7
2018/5/5,24.7
2018/5/5,24.7
2018/5/5,25.1
2018/5/5,26.2
2018/5/5,26.8
2018/5/5,27.5
2018/5/5,27.8
2018/5/5,28.5
2018/5/5,29.1
2018/5/5,29.3
2018/5/5,29.2
2018/5/5,28.7
2018/5/5,28
2018/5/5,27.5
2018/5/5,27
2018/5/5,26.8
2018/5/5,26.5
2018/5/5,26.5
2018/5/5,26.2
2018/5/5,26.3
2018/5/6,26.2
2018/5/6,26.1
2018/5/6,26.1
2018/5/6,26
2018/5/6,25.7
2018/5/6,25.5
2018/5/6,25.9
2018/5/6,27.2
2018/5/6,28.9
2018/5/6,30.1
2018/5/6,30.1
2018/5/6,29.7
2018/5/6,29.6
2018/5/6,30.8
2018/5/6,30.9
2018/5/6,30.5
2018/5/6,29.8
2018/5/6,29.2
2018/5/6,28.4
2018/5/6,28.1
2018/5/6,28
2018/5/6,27.7
2018/5/6,27.7
2018/5/6,27.3
2018/5/7,27.2
2018/5/7,27.2
2018/5/7,27.1
2018/5/7,27.1
2018/5/7,27
2018/5/7,27
2018/5/7,27.1
2018/5/7,27.7
2018/5/7,28.8
2018/5/7,29.4
2018/5/7,29.9
2018/5/7,30.1
2018/5/7,30.2
2018/5/7,30.1
2018/5/7,30.1
2018/5/7,29.7
2018/5/7,29.5
2018/5/7,29.5
2018/5/7,29
2018/5/7,28.8
2018/5/7,28.4
2018/5/7,28.2
2018/5/7,28.2
2018/5/7,28
2018/5/8,28
2018/5/8,27.3
2018/5/8,23
2018/5/8,22.8
2018/5/8,23.2
2018/5/8,23.8
2018/5/8,24
2018/5/8,24.5
2018/5/8,25.6
2018/5/8,26.5
2018/5/8,27.9
2018/5/8,28.8
2018/5/8,27.5
2018/5/8,27.6
2018/5/8,28.5
2018/5/8,28.2
2018/5/8,27.3
2018/5/8,26.8
2018/5/8,26.2
2018/5/8,25.5
2018/5/8,25.4
2018/5/8,25.2
2018/5/8,24.5
2018/5/8,24.2
2018/5/9,23.5
2018/5/9,22.8
2018/5/9,22.7
2018/5/9,22.3
2018/5/9,22.3
2018/5/9,22.3
2018/5/9,22.3
2018/5/9,21.7
2018/5/9,21.5
2018/5/9,21.4
2018/5/9,21.7
2018/5/9,22
2018/5/9,22.7
2018/5/9,23.2
2018/5/9,23.5
2018/5/9,23.7
2018/5/9,23.3
2018/5/9,22.7
2018/5/9,22.3
2018/5/9,21.9
2018/5/9,21.6
2018/5/9,21.2
2018/5/9,20.7
2018/5/9,20.3
2018/5/10,20.2
2018/5/10,20
2018/5/10,19.8
2018/5/10,19.7
2018/5/10,19.5
2018/5/10,19.5
2018/5/10,20.1
2018/5/10,21.2
2018/5/10,22.5
2018/5/10,24.2
2018/5/10,25.2
2018/5/10,26
2018/5/10,26.4
2018/5/10,26.4
2018/5/10,26.2
2018/5/10,25.6
2018/5/10,25.4
2018/5/10,24.4
2018/5/10,23.7
2018/5/10,23.3
2018/5/10,22.8
2018/5/10,22.4
2018/5/10,22.1
2018/5/10,21.8
2018/5/11,21.8
2018/5/11,21.8
2018/5/11,21.5
2018/5/11,21.6
2018/5/11,21.9
2018/5/11,21.9
2018/5/11,22.2
2018/5/11,23.9
2018/5/11,25
2018/5/11,25.8
2018/5/11,26.1
2018/5/11,26.9
2018/5/11,27.2
2018/5/11,26.7
2018/5/11,26.5
2018/5/11,26.7
2018/5/11,26.6
2018/5/11,26
2018/5/11,25.3
2018/5/11,24.8
2018/5/11,24.6
2018/5/11,24.5
2018/5/11,24.3
2018/5/11,24.3
2018/5/12,24.2
2018/5/12,23.9
2018/5/12,23.9
2018/5/12,23.7
2018/5/12,23.7
2018/5/12,23.7
2018/5/12,24.1
2018/5/12,24.7
2018/5/12,25.7
2018/5/12,26.6
2018/5/12,27.3
2018/5/12,28
2018/5/12,28.2
2018/5/12,28.5
2018/5/12,28.6
2018/5/12,28.2
2018/5/12,27.5
2018/5/12,27
2018/5/12,26.2
2018/5/12,25.8
2018/5/12,26
2018/5/12,26.1
2018/5/12,26
2018/5/12,25.9
2018/5/13,25.9
2018/5/13,25.6
2018/5/13,25.4
2018/5/13,25.2
2018/5/13,25
2018/5/13,25
2018/5/13,25.5
2018/5/13,26.1
2018/5/13,26.5
2018/5/13,27.6
2018/5/13,28
2018/5/13,28.6
2018/5/13,28.9
2018/5/13,29
2018/5/13,28.9
2018/5/13,28.8
2018/5/13,28.9
2018/5/13,28.7
2018/5/13,28.1
2018/5/13,27.7
2018/5/13,26.8
2018/5/13,26.7
2018/5/13,26.5
2018/5/13,26.1
2018/5/14,25.9
2018/5/14,25.7
2018/5/14,25.5
2018/5/14,25.4
2018/5/14,25.3
2018/5/14,25.4
2018/5/14,25.7
2018/5/14,26.2
2018/5/14,26.9
2018/5/14,28.2
2018/5/14,29.5
2018/5/14,30.8
2018/5/14,31.2
2018/5/14,30.9
2018/5/14,30
2018/5/14,29.4
2018/5/14,28.9
2018/5/14,28.3
2018/5/14,27.4
2018/5/14,27
2018/5/14,27.3
2018/5/14,27.2
2018/5/14,27.3
2018/5/14,27.1
2018/5/15,26.8
2018/5/15,26.5
2018/5/15,26.4
2018/5/15,26.2
2018/5/15,26.1
2018/5/15,26
2018/5/15,26.8
2018/5/15,28.2
2018/5/15,29.2
2018/5/15,29.7
2018/5/15,29.5
2018/5/15,30.2
2018/5/15,30.4
2018/5/15,30.4
2018/5/15,30
2018/5/15,29.3
2018/5/15,29.1
2018/5/15,28.5
2018/5/15,28
2018/5/15,27.9
2018/5/15,27.9
2018/5/15,27.8
2018/5/15,27.7
2018/5/15,27.5
2018/5/16,27.3
2018/5/16,27.2
2018/5/16,27.2
2018/5/16,27.1
2018/5/16,27
2018/5/16,27
2018/5/16,27.3
2018/5/16,28.3
2018/5/16,29
2018/5/16,29.7
2018/5/16,29.9
2018/5/16,30.2
2018/5/16,30.4
2018/5/16,30.2
2018/5/16,30
2018/5/16,29.7
2018/5/16,29.3
2018/5/16,29.1
2018/5/16,28.4
2018/5/16,28.2
2018/5/16,28.3
2018/5/16,28.3
2018/5/16,28.3
2018/5/16,28.2
2018/5/17,28
2018/5/17,27.7
2018/5/17,27.5
2018/5/17,27.3
2018/5/17,27
2018/5/17,26.9
2018/5/17,27.5
2018/5/17,28.6
2018/5/17,29.6
2018/5/17,29.5
2018/5/17,29.5
2018/5/17,29.9
2018/5/17,30.1
2018/5/17,30
2018/5/17,29.9
2018/5/17,29.7
2018/5/17,29.1
2018/5/17,28.4
2018/5/17,28
2018/5/17,27.8
2018/5/17,27.8
2018/5/17,27.6
2018/5/17,27.3
2018/5/17,27.1
2018/5/18,26.9
2018/5/18,26.8
2018/5/18,26.6
2018/5/18,26.8
2018/5/18,26.3
2018/5/18,26.1
2018/5/18,26.7
2018/5/18,27.3
2018/5/18,28.4
2018/5/18,29.7
2018/5/18,30.4
2018/5/18,30.4
2018/5/18,30.7
2018/5/18,30.1
2018/5/18,30.2
2018/5/18,30.1
2018/5/18,29.7
2018/5/18,29.2
2018/5/18,28.7
2018/5/18,28.6
2018/5/18,28.3
2018/5/18,28
2018/5/18,27.9
2018/5/18,27.5
2018/5/19,27
2018/5/19,26.8
2018/5/19,26.6
2018/5/19,26.3
2018/5/19,26.1
2018/5/19,26
2018/5/19,26.6
2018/5/19,28
2018/5/19,28.7
2018/5/19,29.8
2018/5/19,30.2
2018/5/19,30.2
2018/5/19,30.4
2018/5/19,30.3
2018/5/19,30.2
2018/5/19,30
2018/5/19,29.5
2018/5/19,29.2
2018/5/19,28.8
2018/5/19,28.1
2018/5/19,28.2
2018/5/19,27.9
2018/5/19,27.8
2018/5/19,27.5
2018/5/20,27.5
2018/5/20,27.4
2018/5/20,27.1
2018/5/20,26.8
2018/5/20,27.2
2018/5/20,27
2018/5/20,27.2
2018/5/20,27.8
2018/5/20,28.7
2018/5/20,29.7
2018/5/20,30.4
2018/5/20,30.7
2018/5/20,30.9
2018/5/20,30.7
2018/5/20,30.4
2018/5/20,30
2018/5/20,29.5
2018/5/20,29.3
2018/5/20,29.1
2018/5/20,28.7
2018/5/20,28.9
2018/5/20,29
2018/5/20,28.7
2018/5/20,28
2018/5/21,27.4
2018/5/21,27.2
2018/5/21,27.1
2018/5/21,27.1
2018/5/21,26.7
2018/5/21,26.7
2018/5/21,27.1
2018/5/21,27.3
2018/5/21,27.2
2018/5/21,28.2
2018/5/21,29.5
2018/5/21,30
2018/5/21,30.5
2018/5/21,30.8
2018/5/21,30.5
2018/5/21,30.8
2018/5/21,30.5
2018/5/21,30
2018/5/21,28.9
2018/5/21,28.2
2018/5/21,28.1
2018/5/21,28
2018/5/21,27.4
2018/5/21,27.1
2018/5/22,26.8
2018/5/22,26.7
2018/5/22,26.5
2018/5/22,26.4
2018/5/22,26.3
2018/5/22,26.3
2018/5/22,26.7
2018/5/22,27.6
2018/5/22,28.9
2018/5/22,30.1
2018/5/22,30.6
2018/5/22,31.7
2018/5/22,32.4
2018/5/22,32.2
2018/5/22,31.7
2018/5/22,31.1
2018/5/22,30.5
2018/5/22,30
2018/5/22,29.5
2018/5/22,28.9
2018/5/22,28.9
2018/5/22,29
2018/5/22,29
2018/5/22,28.4
2018/5/23,27.9
2018/5/23,27.6
2018/5/23,27.4
2018/5/23,27.4
2018/5/23,27.3
2018/5/23,27.1
2018/5/23,27.1
2018/5/23,27.8
2018/5/23,29.1
2018/5/23,30
2018/5/23,31.1
2018/5/23,31.3
2018/5/23,31.3
2018/5/23,30.8
2018/5/23,30.3
2018/5/23,29.8
2018/5/23,29.5
2018/5/23,28.9
2018/5/23,28.5
2018/5/23,27.6
2018/5/23,26.8
2018/5/23,26.3
2018/5/23,26
2018/5/23,24.9
2018/5/24,24.6
2018/5/24,24.2
2018/5/24,24.3
2018/5/24,24.8
2018/5/24,24.4
2018/5/24,24.2
2018/5/24,24.8
2018/5/24,25.9
2018/5/24,27
2018/5/24,28.4
2018/5/24,29.4
2018/5/24,29.8
2018/5/24,29.9
2018/5/24,30.6
2018/5/24,30.8
2018/5/24,30.8
2018/5/24,29.8
2018/5/24,28.3
2018/5/24,28.2
2018/5/24,28.5
2018/5/24,29
2018/5/24,28.9
2018/5/24,28.9
2018/5/24,28.5
2018/5/25,28.2
2018/5/25,28.2
2018/5/25,28.1
2018/5/25,27.8
2018/5/25,27.7
2018/5/25,27.5
2018/5/25,27.6
2018/5/25,28.1
2018/5/25,29.1
2018/5/25,30.1
2018/5/25,30.3
2018/5/25,30.2
2018/5/25,30.4
2018/5/25,30.3
2018/5/25,30
2018/5/25,29.6
2018/5/25,29.3
2018/5/25,28.9
2018/5/25,28.6
2018/5/25,28.5
2018/5/25,28.3
2018/5/25,28.1
2018/5/25,28.1
2018/5/25,27.8
2018/5/26,27.5
2018/5/26,27.3
2018/5/26,27.3
2018/5/26,27.2
2018/5/26,27.2
2018/5/26,27.1
2018/5/26,27.7
2018/5/26,28.7
2018/5/26,29.5
2018/5/26,30.4
2018/5/26,30.4
2018/5/26,30.6
2018/5/26,30.8
2018/5/26,30.8
2018/5/26,31
2018/5/26,31
2018/5/26,30.7
2018/5/26,30.5
2018/5/26,29.3
2018/5/26,28.9
2018/5/26,28.6
2018/5/26,28.1
2018/5/26,28
2018/5/26,27.8
2018/5/27,27.5
2018/5/27,27.3
2018/5/27,27.1
2018/5/27,26.8
2018/5/27,26.7
2018/5/27,26.8
2018/5/27,27.5
2018/5/27,29
2018/5/27,30.1
2018/5/27,31.2
2018/5/27,32.3
2018/5/27,33.1
2018/5/27,33.5
2018/5/27,32.7
2018/5/27,32.2
2018/5/27,32.2
2018/5/27,31.5
2018/5/27,31.1
2018/5/27,29.6
2018/5/27,29.3
2018/5/27,29.2
2018/5/27,28.9
2018/5/27,28.7
2018/5/27,28.6
2018/5/28,28.3
2018/5/28,28.1
2018/5/28,27.8
2018/5/28,27.7
2018/5/28,27.7
2018/5/28,27.9
2018/5/28,28.3
2018/5/28,29.2
2018/5/28,30.4
2018/5/28,31.3
2018/5/28,31.8
2018/5/28,32.1
2018/5/28,32.3
2018/5/28,31.9
2018/5/28,31.8
2018/5/28,31.4
2018/5/28,31
2018/5/28,30.4
2018/5/28,29.5
2018/5/28,29.3
2018/5/28,29.2
2018/5/28,29.4
2018/5/28,29.2
2018/5/28,29.1
2018/5/29,29
2018/5/29,28.8
2018/5/29,28.7
2018/5/29,28.6
2018/5/29,28.5
2018/5/29,28.2
2018/5/29,28.2
2018/5/29,28.8
2018/5/29,30
2018/5/29,31.1
2018/5/29,31.5
2018/5/29,31.6
2018/5/29,31.8
2018/5/29,31.2
2018/5/29,31.2
2018/5/29,31.2
2018/5/29,30.8
2018/5/29,30.5
2018/5/29,30.1
2018/5/29,29.8
2018/5/29,29.9
2018/5/29,29.6
2018/5/29,29.2
2018/5/29,28.8
2018/5/30,28.6
2018/5/30,28.6
2018/5/30,28.4
2018/5/30,28
2018/5/30,28
2018/5/30,28.3
2018/5/30,28.7
2018/5/30,29.5
2018/5/30,30.2
2018/5/30,31.3
2018/5/30,31.9
2018/5/30,32.2
2018/5/30,32.2
2018/5/30,31.9
2018/5/30,31.9
2018/5/30,31.5
2018/5/30,31.1
2018/5/30,30.8
2018/5/30,29.8
2018/5/30,29.3
2018/5/30,29.2
2018/5/30,29.1
2018/5/30,29
2018/5/30,28.9
2018/5/31,28.7
2018/5/31,28.5
2018/5/31,28.2
2018/5/31,28.2
2018/5/31,27.9
2018/5/31,27.6
2018/5/31,28.2
2018/5/31,29.3
2018/5/31,30.1
2018/5/31,30.5
2018/5/31,30.9
2018/5/31,31.5
2018/5/31,31.7
2018/5/31,31.5
2018/5/31,31.3
2018/5/31,31.1
2018/5/31,30.6
2018/5/31,29.8
2018/5/31,29.3
2018/5/31,29.3
2018/5/31,29.3
2018/5/31,29.3
2018/5/31,28.7
2018/5/31,28
2018/6/1,27.4
2018/6/1,27.2
2018/6/1,27.2
2018/6/1,26.8
2018/6/1,26.3
2018/6/1,26.3
2018/6/1,26.4
2018/6/1,26.7
2018/6/1,26.8
2018/6/1,26.9
2018/6/1,27.4
2018/6/1,28.2
2018/6/1,28.5
2018/6/1,29.4
2018/6/1,29
2018/6/1,28.5
2018/6/1,27.7
2018/6/1,27.1
2018/6/1,26.3
2018/6/1,25.4
2018/6/1,25
2018/6/1,24.6
2018/6/1,24.1
2018/6/1,23.5
2018/6/2,22.9
2018/6/2,23.2
2018/6/2,23.2
2018/6/2,23
2018/6/2,22.7
2018/6/2,22.9
2018/6/2,23.5
2018/6/2,24.4
2018/6/2,25.3
2018/6/2,25.9
2018/6/2,27.6
2018/6/2,29.2
2018/6/2,29.1
2018/6/2,28.9
2018/6/2,28.8
2018/6/2,28.4
2018/6/2,27.4
2018/6/2,26.7
2018/6/2,26.4
2018/6/2,26.2
2018/6/2,25.5
2018/6/2,25.1
2018/6/2,24.8
2018/6/2,24.7
2018/6/3,24.5
2018/6/3,24.3
2018/6/3,24.6
2018/6/3,24.6
2018/6/3,24.5
2018/6/3,24.5
2018/6/3,25.3
2018/6/3,27.2
2018/6/3,28.4
2018/6/3,29.6
2018/6/3,30.6
2018/6/3,31.3
2018/6/3,30
2018/6/3,30.2
2018/6/3,30.4
2018/6/3,30.1
2018/6/3,30.1
2018/6/3,28.9
2018/6/3,28.1
2018/6/3,27.6
2018/6/3,27.1
2018/6/3,26.7
2018/6/3,26.4
2018/6/3,26.1
2018/6/4,26.2
2018/6/4,26.2
2018/6/4,26
2018/6/4,25.8
2018/6/4,25.7
2018/6/4,25.8
2018/6/4,26.2
2018/6/4,27.5
2018/6/4,28.9
2018/6/4,30.2
2018/6/4,29.9
2018/6/4,30.3
2018/6/4,30.6
2018/6/4,30.8
2018/6/4,30.8
2018/6/4,30.5
2018/6/4,29.9
2018/6/4,29.5
2018/6/4,28.8
2018/6/4,28.3
2018/6/4,28
2018/6/4,27.9
2018/6/4,27.7
2018/6/4,27.4
2018/6/5,27.9
2018/6/5,27.8
2018/6/5,27.6
2018/6/5,27.2
2018/6/5,26.8
2018/6/5,26.9
2018/6/5,27.1
2018/6/5,28.1
2018/6/5,29.8
2018/6/5,31
2018/6/5,31
2018/6/5,31.7
2018/6/5,32.5
2018/6/5,32.5
2018/6/5,31.9
2018/6/5,31.6
2018/6/5,30.6
2018/6/5,30
2018/6/5,29.6
2018/6/5,29.4
2018/6/5,29.5
2018/6/5,29.2
2018/6/5,28.5
2018/6/5,28.1
2018/6/6,28.1
2018/6/6,27.5
2018/6/6,27.7
2018/6/6,27.7
2018/6/6,27.6
2018/6/6,27.7
2018/6/6,28.6
2018/6/6,29.6
2018/6/6,30.7
2018/6/6,31.6
2018/6/6,32
2018/6/6,31.6
2018/6/6,31.8
2018/6/6,31.8
2018/6/6,31.1
2018/6/6,30.9
2018/6/6,30.3
2018/6/6,29.9
2018/6/6,29
2018/6/6,28.5
2018/6/6,28.3
2018/6/6,28.2
2018/6/6,28.1
2018/6/6,27.9
2018/6/7,27.8
2018/6/7,27.9
2018/6/7,27.8
2018/6/7,27.7
2018/6/7,27.5
2018/6/7,27.5
2018/6/7,27.5
2018/6/7,27.9
2018/6/7,28.8
2018/6/7,29.4
2018/6/7,30.5
2018/6/7,30.2
2018/6/7,30.4
2018/6/7,30.4
2018/6/7,30.6
2018/6/7,30.1
2018/6/7,30.3
2018/6/7,30
2018/6/7,29.5
2018/6/7,29.3
2018/6/7,29.3
2018/6/7,29.1
2018/6/7,28.7
2018/6/7,28.2
2018/6/8,27.9
2018/6/8,27.7
2018/6/8,27.6
2018/6/8,27.3
2018/6/8,27
2018/6/8,26.9
2018/6/8,27.7
2018/6/8,28.6
2018/6/8,29.6
2018/6/8,29.5
2018/6/8,30.2
2018/6/8,31.3
2018/6/8,31.6
2018/6/8,31.2
2018/6/8,30.6
2018/6/8,30.8
2018/6/8,31.1
2018/6/8,30.8
2018/6/8,30.2
2018/6/8,29.8
2018/6/8,29.7
2018/6/8,29.9
2018/6/8,29.4
2018/6/8,29.1
2018/6/9,28.9
2018/6/9,28.7
2018/6/9,28.5
2018/6/9,28.1
2018/6/9,27.9
2018/6/9,27.9
2018/6/9,28
2018/6/9,28.8
2018/6/9,29.9
2018/6/9,30.4
2018/6/9,29.7
2018/6/9,30.8
2018/6/9,31
2018/6/9,31.6
2018/6/9,31.4
2018/6/9,30.9
2018/6/9,30.2
2018/6/9,29.3
2018/6/9,28.7
2018/6/9,28.1
2018/6/9,28
2018/6/9,28
2018/6/9,27.9
2018/6/9,28.1
2018/6/10,27.9
2018/6/10,27.7
2018/6/10,27.8
2018/6/10,28.1
2018/6/10,27.8
2018/6/10,27.9
2018/6/10,28
2018/6/10,28.7
2018/6/10,29.4
2018/6/10,30.1
2018/6/10,30.7
2018/6/10,31.3
2018/6/10,31.5
2018/6/10,31.4
2018/6/10,31.2
2018/6/10,30.6
2018/6/10,30.3
2018/6/10,29.9
2018/6/10,29.4
2018/6/10,29.4
2018/6/10,29.1
2018/6/10,28.8
2018/6/10,28.8
2018/6/10,28.6
2018/6/11,28.5
2018/6/11,28.5
2018/6/11,28.6
2018/6/11,28.4
2018/6/11,28.2
2018/6/11,27.9
2018/6/11,27.9
2018/6/11,27.9
2018/6/11,27.9
